,Unnamed: 0,appln_id,patent_office,filing_date,lat,lng,ctry_code,name_0,name_1,name_2,name_3,name_4,name_5,city,coord_source,source,type
227252,17863974,51662211,US,2000-03-30,43.7764,-79.2318,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
227810,17861919,51658296,US,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
227353,17865926,51665594,US,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
227382,17865925,51665594,US,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
227808,17861917,51658296,US,2000-03-30,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
227809,17861918,51658296,US,2000-03-30,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
228111,3112346,21304891,GB,2000-03-30,45.5188,-73.57600000000002,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
228112,3112347,21304891,GB,2000-03-30,45.5255,-73.5894,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,1,priority
228114,3112350,21304900,GB,2000-03-30,45.3822,-76.033,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
228115,3112351,21304900,GB,2000-03-30,45.2536,-75.5623,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
224755,17866641,51666844,US,2000-03-30,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
227253,17863975,51662211,US,2000-03-30,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
224754,17866639,51666837,US,2000-03-30,43.2178,-79.9873,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,single
223811,17868466,51669662,US,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
224658,17867046,51667410,US,2000-03-30,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
224753,17866636,51666828,US,2000-03-30,43.2178,-79.9873,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,priority
223251,226985,4664628,CA,2000-03-30,45.4032,-75.6419,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
223252,226984,4664621,CA,2000-03-30,45.4032,-75.6419,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
223264,226966,4664472,CA,2000-03-30,50.9902,-114.058,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,priority
223265,226968,4664472,CA,2000-03-30,50.9066,-113.99,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,priority
223266,226972,4664527,CA,2000-03-30,45.4032,-75.6419,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
223267,226973,4664567,CA,2000-03-30,51.0875,-114.268,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,priority
223268,226974,4664567,CA,2000-03-30,43.7153,-79.4291,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
223269,226975,4664567,CA,2000-03-30,43.731,-79.3277,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
223270,226976,4664567,CA,2000-03-30,43.6389,-79.3883,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
223250,227011,4664741,CA,2000-03-30,43.7764,-79.2318,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,2,priority
223274,226967,4664472,CA,2000-03-30,50.9021,-114.078,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,priority
223271,226977,4664569,CA,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,2,priority
224655,17867043,51667410,US,2000-03-30,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
224615,17867410,51667973,US,2000-03-30,53.5516,-113.143,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,priority
224613,17867408,51667973,US,2000-03-30,53.5516,-113.143,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,priority
224657,17867045,51667410,US,2000-03-30,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
223810,17868465,51669662,US,2000-03-30,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,single
223392,191783,4321410,WO,2000-03-30,49.2193,-122.598,CA,Canada,British Columbia,Greater Vancouver,Maple Ridge,,,Maple Ridge,geolocalization,1,tech_rel
223391,191779,4321406,WO,2000-03-30,45.6341,-73.7978,CA,Canada,Québec,Thérèse-De Blainville,Rosemère,,,Rosemère,geolocalization,3,tech_rel
223846,17868367,51669497,US,2000-03-30,51.0486,-114.071,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,priority
234667,17876879,51683542,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
236311,226988,4664635,CA,2000-03-31,45.4435,-75.7785,CA,Canada,Québec,Communauté-Urbaine-de-l'Outaouais,Hull,,,Hull,geolocalization,1,priority
234865,17876878,51683542,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
234839,17876906,51683590,US,2000-03-31,46.378,-81.3165,CA,Canada,Ontario,Greater Sudbury,Greater Sudbury,,,Greater Sudbury,geolocalization,1,single
234838,17876903,51683580,US,2000-03-31,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,tech_rel
236516,227047,4665358,CA,2000-03-31,44.0096,-79.4877,CA,Canada,Ontario,York,Aurora,,,Aurora,geolocalization,1,priority
234827,17877167,51684002,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,continual
236312,226987,4664633,CA,2000-03-31,46.7648,-71.306,CA,Canada,Québec,Communauté-Urbaine-de-Québec,Sainte-Foy,,,Sainte-Foy,geolocalization,1,priority
234200,22384237,316293391,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
234209,24142329,337182821,US,2000-03-31,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
234208,24142328,337182821,US,2000-03-31,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
234207,24142327,337182821,US,2000-03-31,45.3088,-75.8987,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,continual
234156,20219952,55162812,US,2000-03-31,43.6442,-79.8996,CA,Canada,Ontario,Halton,Halton Hills,,,Halton Hills,geolocalization,1,priority
233930,17878741,51686608,US,2000-03-31,49.2827,-123.121,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,continual
233928,17878738,51686608,US,2000-03-31,49.2827,-123.121,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,continual
233926,17878736,51686608,US,2000-03-31,48.5724,-123.452,CA,Canada,British Columbia,Capital,Central Saanich,,,Central Saanich,geolocalization,1,continual
233900,17878740,51686608,US,2000-03-31,49.0952,-123.026,CA,Canada,British Columbia,Greater Vancouver,Delta,,,Delta,geolocalization,1,continual
236338,226989,4664635,CA,2000-03-31,45.3806,-75.768,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
234628,17876243,51682481,US,2000-03-31,43.6468,-79.8587,CA,Canada,Ontario,Halton,Halton Hills,,,Halton Hills,geolocalization,1,single
236340,226991,4664639,CA,2000-03-31,45.3713,-75.7114,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236369,226993,4664651,CA,2000-03-31,45.2734,-66.061,CA,Canada,New Brunswick,Saint John,Saint John,,,Saint John,geolocalization,1,priority
236360,227002,4664678,CA,2000-03-31,45.7596,-73.8151,CA,Canada,Québec,Thérèse-De Blainville,Sainte-Anne-des-Plaines,,,Sainte-Anne-des-Plaines,geolocalization,1,single
233741,17881363,51691294,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
236514,227049,4665389,CA,2000-03-31,43.803,-79.4421,CA,Canada,Ontario,York,Vaughan,,,Vaughan,geolocalization,1,priority
236513,227050,4665389,CA,2000-03-31,43.69,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
236512,227051,4665389,CA,2000-03-31,43.6587,-79.3876,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
236511,227052,4665389,CA,2000-03-31,43.7828,-79.3682,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
236506,227057,4665423,CA,2000-03-31,53.5526,-113.681,CA,Canada,Alberta,Division No. 11,Edmonton,,,Edmonton,geolocalization,1,single
236411,191778,4321401,WO,2000-03-31,43.5237,-80.4759,CA,Canada,Ontario,Waterloo,Waterloo,,,Waterloo,geolocalization,2,pct
236410,191780,4321409,WO,2000-03-31,45.4569,-75.5851,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,4,pct
236341,226992,4664651,CA,2000-03-31,45.3591,-71.8602,CA,Canada,Québec,La Région-Sherbrookoise,Lennoxville,,,Lennoxville,geolocalization,1,priority
236409,191781,4321409,WO,2000-03-31,45.4824,-75.4835,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,4,pct
236368,226994,4664654,CA,2000-03-31,51.1149,-114.22,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,3,priority
236367,226995,4664664,CA,2000-03-31,45.2942,-75.8637,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,2,priority
236366,226996,4664665,CA,2000-03-31,45.2635,-75.9281,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236365,226997,4664665,CA,2000-03-31,45.3792,-75.7543,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236364,226998,4664665,CA,2000-03-31,45.3571,-75.9482,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236363,226999,4664665,CA,2000-03-31,45.4627,-76.0755,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236362,227000,4664669,CA,2000-03-31,45.2898,-75.8738,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236361,227001,4664669,CA,2000-03-31,45.2635,-75.9281,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
236408,191782,4321409,WO,2000-03-31,45.2547,-75.9169,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,4,pct
233740,17881364,51691294,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
234828,17877168,51684002,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,continual
233679,17874724,51679867,US,2000-03-31,49.2488,-122.981,CA,Canada,British Columbia,Greater Vancouver,Burnaby,,,Burnaby,geolocalization,1,single
232651,17873503,51677866,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
232650,17873504,51677866,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
232440,17871437,51674721,US,2000-03-31,45.4769,-73.6507,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Hampstead,,,Hampstead,geolocalization,1,priority
232438,17871436,51674721,US,2000-03-31,45.1673,-73.7062,CA,Canada,Québec,Les Jardins-de-Napierville,Sainte-Clotilde-de-Châteauguay,,,Sainte-Clotilde-de-Châteauguay,geolocalization,1,priority
232437,17871424,51674704,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
232436,17871423,51674704,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
232435,17871422,51674704,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
232434,17871421,51674704,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
232652,17873502,51677866,US,2000-03-31,43.7315,-79.7624,CA,Canada,Ontario,Peel,Brampton,,,Brampton,geolocalization,1,priority
231856,17873834,51678348,US,2000-03-31,45.4117,-80.0855,CA,Canada,Ontario,Parry Sound,McDougall,,,McDougall,geolocalization,1,priority
231060,17869253,51670912,US,2000-03-31,45.46100000000001,-73.8904,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pierrefonds,,,Pierrefonds,geolocalization,1,priority
230932,17870669,51673469,US,2000-03-31,47.3877,-61.9012,CA,Canada,Québec,Les Îles-de-la-Madeleine,Fatima,,,Fatima,geolocalization,1,single
230931,17870667,51673462,US,2000-03-31,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
230930,17870664,51673454,US,2000-03-31,45.3349,-75.7241,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
230929,17870663,51673454,US,2000-03-31,45.4215,-75.6972,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
230928,17870661,51673446,US,2000-03-31,49.8951,-97.1384,CA,Canada,Manitoba,Division No. 11,Winnipeg,,,Winnipeg,geolocalization,1,single
230736,17869137,51670738,US,2000-03-31,42.1014,-83.1087,CA,Canada,Ontario,Essex,Amherstburg,,,Amherstburg,geolocalization,1,continual
233724,17874629,51679596,US,2000-03-31,43.4675,-79.6877,CA,Canada,Ontario,Halton,Oakville,,,Oakville,geolocalization,1,single
231137,17870143,51672481,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
232654,17873501,51677866,US,2000-03-31,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
231136,17870142,51672481,US,2000-03-31,43.8828,-79.4403,CA,Canada,Ontario,York,Richmond Hill,,,Richmond Hill,geolocalization,1,single
232657,17873497,51677866,US,2000-03-31,53.5412,-113.296,CA,Canada,Alberta,Division No. 11,Strathcona County,,,Strathcona County,geolocalization,1,priority
232655,17873499,51677866,US,2000-03-31,43.7315,-79.7624,CA,Canada,Ontario,Peel,Brampton,,,Brampton,geolocalization,1,priority
233678,17874723,51679867,US,2000-03-31,49.2849,-122.868,CA,Canada,British Columbia,Greater Vancouver,Port Moody,,,Port Moody,geolocalization,1,single
233677,17874722,51679867,US,2000-03-31,49.2838,-122.793,CA,Canada,British Columbia,Greater Vancouver,Coquitlam,,,Coquitlam,geolocalization,1,single
233675,17874719,51679854,US,2000-03-31,43.8742,-79.7307,CA,Canada,Ontario,Peel,Caledon,,,Caledon,geolocalization,1,tech_rel
233673,17874717,51679854,US,2000-03-31,44.0065,-79.4504,CA,Canada,Ontario,York,Aurora,,,Aurora,geolocalization,1,tech_rel
233666,17874512,51679395,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
233665,17874511,51679395,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
233631,17874507,51679386,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,continual
233556,3112431,21305152,GB,2000-03-31,50.9153,-113.893,CA,Canada,Alberta,Division No. 6,Rocky View No. 44,,,Rocky View No. 44,geonames,1,priority
233664,17874508,51679386,US,2000-03-31,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,continual
232975,17874781,51680007,US,2000-03-31,45.7733,-73.3527,CA,Canada,Québec,Lajemmerais,Verchères,,,Verchères,geolocalization,1,tech_rel
233432,2248838,16418172,EP,2000-03-31,48.5768,-123.461,CA,Canada,British Columbia,Capital,Central Saanich,,,Central Saanich,geolocalization,1,continual
233430,2248840,16418172,EP,2000-03-31,49.2646,-123.165,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geonames,1,continual
233403,2248843,16418172,EP,2000-03-31,49.3421,-123.101,CA,Canada,British Columbia,Greater Vancouver,North Vancouver,,,North Vancouver,geolocalization,1,continual
233402,2248842,16418172,EP,2000-03-31,49.0785,-118.494,CA,Canada,British Columbia,Kootenay Boundary,Kootenay Boundary D,,,Kootenay Boundary D,geolocalization,1,continual
233401,2248841,16418172,EP,2000-03-31,49.331,-123.03,CA,Canada,British Columbia,Greater Vancouver,North Vancouver,,,North Vancouver,geolocalization,1,continual
232976,17874782,51680007,US,2000-03-31,45.56399999999999,-73.179,CA,Canada,Québec,La Vallée-du-Richelieu,Mont-Saint-Hilaire,,,Mont-Saint-Hilaire,geolocalization,1,tech_rel
233549,3112436,21305160,GB,2000-03-31,44.8604,-75.4421,CA,Canada,Ontario,Leeds and Grenville,Edwardsburgh/Cardinal,,,Edwardsburgh/Cardinal,geolocalization,1,priority
232711,17872605,51676474,US,2000-03-31,42.0532,-82.5999,CA,Canada,Ontario,Essex,Leamington,,,Leamington,geolocalization,1,single
238971,17878017,51685320,US,2000-04-03,43.0896,-79.0849,CA,Canada,Ontario,Niagara,Niagara Falls,,,Niagara Falls,geolocalization,1,single
239297,17880080,51689156,US,2000-04-03,49.51300000000001,-115.769,CA,Canada,British Columbia,East Kootenay,Cranbrook,,,Cranbrook,geolocalization,1,single
239329,17885103,51697829,US,2000-04-03,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,single
240534,17879095,51687134,US,2000-04-03,43.2557,-79.8711,CA,Canada,Ontario,Hamilton,Hamilton,,,Hamilton,geolocalization,1,priority
240533,17879092,51687125,US,2000-04-03,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,single
238377,17881032,51690714,US,2000-04-03,46.43899999999999,-71.0213,CA,Canada,Québec,La Nouvelle-Beauce,Sainte-Marie,,,Sainte-Marie,geolocalization,1,single
240531,17879079,51687092,US,2000-04-03,49.2827,-123.121,CA,Canada,British Columbia,Greater Vancouver,Vancouver,,,Vancouver,geolocalization,1,priority
238376,17881031,51690714,US,2000-04-03,45.7697,-73.8138,CA,Canada,Québec,Thérèse-De Blainville,Sainte-Anne-des-Plaines,,,Sainte-Anne-des-Plaines,geolocalization,1,single
237543,227027,4664799,CA,2000-04-03,49.0723,-122.658,CA,Canada,British Columbia,Greater Vancouver,Langley District Municipality,,,Langley District Municipality,geolocalization,2,priority
237739,191786,4321418,WO,2000-04-03,44.0065,-79.4504,CA,Canada,Ontario,York,Aurora,,,Aurora,geolocalization,3,tech_rel
237738,191787,4321418,WO,2000-04-03,43.8742,-79.7307,CA,Canada,Ontario,Peel,Caledon,,,Caledon,geolocalization,3,tech_rel
237724,17883577,51695076,US,2000-04-03,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
237723,17883578,51695076,US,2000-04-03,43.8561,-79.337,CA,Canada,Ontario,York,Markham,,,Markham,geolocalization,1,priority
237688,17883440,51694858,US,2000-04-03,51.0337,-114.071,CA,Canada,Alberta,Division No. 6,Calgary,,,Calgary,geolocalization,1,single
237532,227005,4664712,CA,2000-04-03,50.0331,-125.273,CA,Canada,British Columbia,Comox-Strathcona,Campbell River,,,Campbell River,geolocalization,2,priority
237528,226990,4664638,CA,2000-04-03,49.0729,-121.977,CA,Canada,British Columbia,Fraser Valley,Fraser Valley E,,,Fraser Valley E,geolocalization,2,priority
238375,17881030,51690714,US,2000-04-03,52.9399,-73.5491,CA,Canada,Québec,Nord-du-Québec,Baie-James,,,Baie-James,geolocalization,1,single
243344,15050039,43100023,SE,2000-04-04,45.4831,-73.7656,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Laurent,,,Saint-Laurent,geolocalization,2,priority
243346,15050038,43100021,SE,2000-04-04,45.4542,-73.8796,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pierrefonds,,,Pierrefonds,geolocalization,2,priority
243367,15050037,43100021,SE,2000-04-04,45.4831,-73.7656,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Laurent,,,Saint-Laurent,geolocalization,2,priority
243860,227076,4665512,CA,2000-04-04,46.6566,-72.9391,CA,Canada,Québec,Le Centre-de-la-Mauricie,Saint-Mathieu-du-Parc,,,Saint-Mathieu-du-Parc,geolocalization,2,priority
243857,227073,4665512,CA,2000-04-04,46.325,-72.5701,CA,Canada,Québec,Francheville,Trois-Rivières-Ouest,,,Trois-Rivières-Ouest,geolocalization,2,priority
243859,227075,4665512,CA,2000-04-04,46.5619,-72.7435,CA,Canada,Québec,Le Centre-de-la-Mauricie,Shawinigan,,,Shawinigan,geolocalization,2,priority
243343,15050040,43100023,SE,2000-04-04,45.4831,-73.7656,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Laurent,,,Saint-Laurent,geolocalization,2,priority
243821,227018,4664780,CA,2000-04-04,45.2557,-75.9285,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
243342,15050041,43100025,SE,2000-04-04,45.5124,-73.6776,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geolocalization,2,priority
243792,227077,4665519,CA,2000-04-04,52.1813,-106.668,CA,Canada,Saskatchewan,Division No. 11,Saskatoon,,,Saskatoon,geolocalization,1,priority
242126,17885125,51697895,US,2000-04-04,45.6066,-73.7124,CA,Canada,Québec,Laval,Laval,,,Laval,geolocalization,1,single
243341,15050042,43100025,SE,2000-04-04,45.4831,-73.7656,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Laurent,,,Saint-Laurent,geolocalization,2,priority
241965,17884438,51696551,US,2000-04-04,43.589,-79.6441,CA,Canada,Ontario,Peel,Mississauga,,,Mississauga,geolocalization,1,priority
241966,17884437,51696551,US,2000-04-04,44.299,-78.5569,CA,Canada,Ontario,Kawartha Lakes,Kawartha Lakes,,,Kawartha Lakes,geolocalization,1,priority
241967,17884436,51696551,US,2000-04-04,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
241049,2733009,18999873,FR,2000-04-04,45.5301,-73.5844,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Montréal,,,Montréal,geonames,1,priority
241998,17884526,51696701,US,2000-04-04,49.8951,-97.1384,CA,Canada,Manitoba,Division No. 11,Winnipeg,,,Winnipeg,geolocalization,1,continual
242117,17885177,51697992,US,2000-04-04,45.0213,-74.7303,CA,Canada,Ontario,"Stormont, Dundas and Glengarry",Cornwall,,,Cornwall,geolocalization,1,priority
242118,17885171,51697985,US,2000-04-04,43.6532,-79.3832,CA,Canada,Ontario,Toronto,Toronto,,,Toronto,geolocalization,1,priority
246422,17792580,51528847,US,2000-04-05,42.9664,-81.2417,CA,Canada,Ontario,Middlesex,London,,,London,geonames,1,priority
245916,17885896,51699390,US,2000-04-05,45.46100000000001,-73.8904,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pierrefonds,,,Pierrefonds,geolocalization,1,priority
245917,17885897,51699390,US,2000-04-05,45.5369,-73.5107,CA,Canada,Québec,Champlain,Longueil,,,Longueil,geolocalization,1,priority
245918,17885899,51699390,US,2000-04-05,45.46100000000001,-73.8904,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Pierrefonds,,,Pierrefonds,geolocalization,1,priority
246036,17885758,51699039,US,2000-04-05,49.1913,-122.849,CA,Canada,British Columbia,Greater Vancouver,Surrey,,,Surrey,geolocalization,1,single
246219,2084870,15736087,EP,2000-04-05,43.5237,-80.4759,CA,Canada,Ontario,Waterloo,Waterloo,,,Waterloo,geolocalization,1,single
246369,17895758,51717237,US,2000-04-05,45.4857,-73.5957,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Westmount,,,Westmount,geolocalization,1,continual
245899,17885900,51699390,US,2000-04-05,45.4309,-73.8683,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Beaconsfield,,,Beaconsfield,geolocalization,1,priority
246426,17887969,51703328,US,2000-04-05,45.42100000000001,-75.4267,CA,Canada,Ontario,Ottawa,Ottawa,,,Ottawa,geolocalization,1,priority
246471,17888613,51704368,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,single
246448,17887805,51703020,US,2000-04-05,43.9126,-78.688,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
246449,17887806,51703020,US,2000-04-05,43.9109,-78.7884,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
245897,17885901,51699390,US,2000-04-05,45.4986,-73.7498,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Saint-Laurent,,,Saint-Laurent,geolocalization,1,priority
246488,17888577,51704329,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
246489,17888565,51704318,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
246490,17888562,51704310,US,2000-04-05,42.2932,-82.7117,CA,Canada,Ontario,Essex,Lakeshore,,,Lakeshore,geolocalization,1,priority
246491,17888561,51704310,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
246518,17888618,51704377,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,priority
246543,17888612,51704368,US,2000-04-05,42.4048,-82.191,CA,Canada,Ontario,Chatham-Kent,Chatham-Kent,,,Chatham-Kent,geolocalization,1,single
246447,17887804,51703020,US,2000-04-05,43.9126,-78.688,CA,Canada,Ontario,Durham,Clarington,,,Clarington,geolocalization,1,single
245886,17885905,51699390,US,2000-04-05,45.4309,-73.8683,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Beaconsfield,,,Beaconsfield,geolocalization,1,priority
246367,17895760,51717237,US,2000-04-05,45.0164,-75.646,CA,Canada,Ontario,Leeds and Grenville,North Grenville,,,North Grenville,geolocalization,1,continual
245881,17885903,51699390,US,2000-04-05,45.4615,-73.5464,CA,Canada,Québec,Communauté-Urbaine-de-Montréal,Verdun,,,Verdun,geolocalization,1,priority
